ID,Y,MACCS_144,ECFP_21,ECFP_25,ECFP_45,ECFP_219,ECFP_352,ECFP_452,ECFP_654,ECFP_656,ECFP_680,ECFP_730,ECFP_765,ECFP_873,ECFP_936,EEig01x,HATS3u,BELm4,RDF010m,EEig02x,SPP,piPC10,H2u,Mor31u,H1u,TPSA(Tot),Q2,BEHv3,Mor14u,EEig02d,Mor14m,J,qnmax,TPSA(NO),EEig03x,MAXDN,Mor17v,BELe8,RBN,R1u,R6u,HOMA,BELm3,CIC4,BEHv7,L2v,PCD,RTe,HATS4u,GATS2m,Mor10v,HATS0u,Mor13u,BEHv2,As,EEig05x,Mor29m,BAC,MAXDP,Mor06u,EEig06d,Qtot,T(N..O),H5u,HNar,CIC1,Mor25u,HATS8u,RDF015m,DECC,EEig03d,RCI,HGM,R8u,RDF020m,GATS2v,H4e,BEHm3,Mor06v,Mor07m,SEigv,TE1,H7u,ATS8v,SEigZ,Qneg,Mor17u,HATS7u,EEig08x,BEHm1,QXXm,H-047,nBM,Mor20e,RDF040u,ESpm07d,RDF060u,RDF020e,R1m+,R2u,RDF105v,RDF055m,EEig05d,EEig15d,GGI4,HATS6u,GATS1p,RDF055u,H0e,Rww,Mor15m,T(O..O),GATS2p,ARR,VEA1,Mor04v,Lop,HATS3m,MATS2e,MATS2m,RDF095p,Mor21u,BEHm6,R5u,Mor04u,DP16,Mor20m,Mor12u,HATS5u,IC2,Jhetp,GGI3,GATS1m,H0v,RDF030m,R7u,H3u,R3u,E3v,HATS5m,IDDE,IVDE,RDF100u,X4v,MPC06,EEig04d,EEig04x,Mor27u,Mor18u,R4u,H8u
CHEMBL2420787,6.56,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4.44,0.421,1.357,0.433,4.25,1.734,6.411,1.91,0.209,1.789,30.21,2.938,3.305,-0.346,3.495,-1.02,1.658,-0.57,30.21,3.874,5.607,-0.366,0.282,3,1.733,0.446,0.359,1.615,0.565,2.342,1.256,26.229,20.628,0.649,0.562,0.388,0.428,0.505,3.733,34.204,3.01,-0.027,27,4.697,-2.041,1.669,6.535,0,0.689,1.752,1.646,0.758,0.277,9.039,1.55,2.622,1.417,7.048,0.383,0.561,0.685,1.612,3.389,0.11,3.725,-6.228,14.879,0.091,2.421,1.5,-3.268,-0.853,0.266,2.274,3.905,35.207,8,13,1.344,8.222,10.664,3.641,2.2,0.17,1.659,0.997,1.948,1.92,-1,0.872,0.235,0.691,3.288,3.576,22.133,1.154,3,0.672,0.524,4.151,-0.286,0.932,0.202,0.332,0.409,2.111,-0.513,2.617,0.78,2.647,9.958,0.555,-1.111,0.453,3.954,1.745,1.222,0.644,1.019,1.417,0.395,1.712,1.459,0.162,0.099,3.646,1.734,3.231,1.604,41,2.538,3.559,-0.371,-1.286,1.425,0.117
CHEMBL2420788,5.55,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.255,0.326,1.422,0.54,4.079,1.211,6.306,2.271,0.195,1.965,39.44,1.433,3.275,-0.263,2.888,-0.87,1.671,-0.57,39.44,3.617,1.814,-0.365,0.518,4,1.912,0.663,0.363,1.614,0.297,2.486,1.976,30.77,19.516,0.406,1.088,0.305,0.406,0.485,3.726,28.476,2.793,0.14,11,4.774,-1.932,1.344,4.933,0,0.789,1.862,1.782,0.769,0.27,8.234,1.259,2.619,1.417,6.956,0.38,0.404,1.088,1.151,3.326,-0.073,3.006,-2.862,12.418,0.114,2.379,0.75,-2.467,-0.918,0.35,2.119,3.898,40.348,11,13,1.802,9.628,9.094,7.293,4.275,0.092,1.82,1.075,1.998,1.669,-1.36,0.792,0.418,0.895,2.593,2.983,17.469,1.063,18,1.088,0.579,3.85,-0.237,0.894,0.092,-0.184,-0.184,1.439,-0.644,2.562,0.931,2.281,7.862,0.688,-1.192,0.425,4.156,1.786,0.972,0.895,1.021,1.308,0.474,1.706,1.292,0.2,0.081,3.725,1.415,3.874,1.566,32,2.277,3.371,-0.292,-1.369,1.135,0.12
CHEMBL2420789,6.46,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.231,0.519,1.291,0.438,4.092,1.039,6.209,1.878,0.286,1.831,30.21,1.081,3.269,0.16,2.902,-0.583,1.674,-0.57,30.21,3.632,1.762,-0.323,0.116,3,1.73,0.472,0.37,1.639,0.17,2.115,1.584,27.745,17.651,0.547,0.761,0.191,0.496,0.633,3.73,26.646,2.861,-0.016,10,4.79,-1.53,1.193,4.415,0,0.463,1.855,1.652,0.738,0.367,7.146,1.176,2.767,1.416,7.527,0.411,0.194,1.133,0.839,3.438,0.275,2.42,-1.908,9.73,0.075,2.305,1.147,-2.208,-0.783,0.271,2.11,3.953,52.67,8,13,1.258,11.433,9.131,8.093,1.92,0.306,1.57,0.838,5.114,1.905,-1.697,0.667,0.268,0.693,4.618,3.145,15.72,0.647,5,1.039,0.611,3.943,-0.488,0.682,0.215,-0.195,-0.066,1.302,-0.714,2.546,0.67,1.158,6.937,0.645,-1.125,0.393,4.012,1.919,1.069,0.507,1.316,1.914,0.388,1.673,1.489,0.153,0.256,4.087,1.447,3.447,1.629,28,2.017,3.234,-0.234,-1.059,1.101,0.097
CHEMBL2420790,6.76,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.231,0.642,1.12,0.334,4.092,1.039,6.209,1.858,0.177,1.916,30.21,1.132,3.244,0.074,2.993,-0.905,1.674,-0.57,30.21,3.632,1.806,-0.233,0,3,1.712,0.482,0.373,1.431,0,2.053,1.619,27.745,17.433,0.548,0.736,0.191,0.523,0.473,3.708,28.05,2.861,0.051,10,4.757,-0.956,1.193,4.583,0,0.36,1.855,1.74,0.616,0.426,6.218,1.176,2.901,1.416,8.871,0.41,0.141,1.133,0.631,3.48,0.786,1.395,-1.908,9.217,0.07,2.305,1.794,-2.292,-0.625,0.379,2.11,3.984,54.85,8,13,0.984,10.162,9.237,6.172,1.305,0.329,1.446,0.903,5.126,1.908,-1.672,0.667,0.319,0.651,4.59,3.359,15.72,0.512,5,1.103,0.611,3.943,-0.459,0.682,0.321,-0.019,-0.027,0.903,-0.525,2.645,0.667,1.409,7.286,0.752,-0.921,0.436,3.943,1.927,1.069,0.534,1.567,1.979,0.413,1.599,1.559,0.272,0.357,4.087,1.447,3.243,1.656,28,2.21,3.234,-0.134,-0.822,1.002,0.002
CHEMBL2420791,6.69,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.231,0.641,1.109,0.334,4.092,1.039,6.209,1.856,0.131,1.913,30.21,1.09,3.25,0.097,2.965,-0.85,1.674,-0.57,30.21,3.632,1.778,-0.228,0,3,1.704,0.481,0.372,1.418,0,2.075,1.589,27.745,17.274,0.549,0.714,0.152,0.523,0.369,3.715,27.555,2.861,-0.107,10,4.778,-0.883,1.193,4.451,0,0.361,1.855,1.66,0.695,0.425,6.195,1.176,2.9,1.417,8.865,0.409,0.706,1.16,0.625,3.747,0.991,-0.003,-1.631,9.018,0.069,2.379,1.976,-2.226,-0.608,0.379,2.11,6.843,56.335,8,13,0.904,11.387,9.222,6.214,1.397,0.434,1.441,1.366,5.436,1.908,-1.674,0.667,0.319,0.556,5.114,3.321,15.72,0.839,5,1.058,0.611,3.943,-0.444,0.682,0.406,-0.079,-0.018,0.915,-0.485,2.687,0.666,1.416,7.444,0.346,-0.825,0.436,3.943,1.936,1.069,0.502,1.726,3.592,0.412,1.6,1.555,0.266,0.369,4.087,1.447,1.742,1.823,28,2.194,3.234,-0.242,-0.871,1.001,0.002
CHEMBL2420792,6.26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.213,0.647,1.082,0.335,4.088,1.039,6.188,1.872,0.217,1.942,30.21,1.099,3.247,0.056,2.964,-1.121,1.647,-0.57,30.21,3.679,2.027,-0.254,0,3,1.779,0.487,0.372,1.416,0.32,2.076,1.246,27.777,17.749,0.559,0.69,0.287,0.498,0.06,3.712,22.462,2.861,0.041,10,4.673,-1.441,1,4.477,0,0.363,1.855,1.66,0.678,0.439,6.274,1.322,2.88,1.417,8.971,0.419,0.708,1.047,0.663,3.72,0.641,1.173,-3.071,9.196,0.069,2.271,1.662,-2.239,-0.7,0.377,2.119,6.843,29.196,8,13,0.876,9.69,9.208,4.5,1.427,0.433,1.481,1.485,2.847,1.964,-1.674,0.587,0.326,0.549,3.822,3.247,15.786,1.215,5,0.997,0.611,3.952,-0.556,0.682,0.308,-0.1,-0.001,0.735,-0.348,2.617,0.677,1.721,8.452,0.274,-0.611,0.423,3.783,1.82,0.944,0.488,1.436,3.542,0.418,1.599,1.595,0.204,0.136,3.735,1.447,1.385,1.605,30,2.195,3.254,-0.31,-0.846,1.027,0.002
CHEMBL2420793,5.68,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.193,0.641,1.247,0.375,4.043,1.211,6.055,1.943,0.025,1.966,30.21,1.268,3.246,-0.167,2.963,-0.772,1.653,-0.57,30.21,3.435,1.829,-0.257,0,3,1.782,0.473,0.369,1.503,0,2.024,1.631,28.361,17.253,0.578,0.773,0.184,0.525,0.265,3.693,22.535,2.697,0.041,5,4.55,-1.684,1.041,4.502,0,0.265,1.92,1.842,0.733,0.41,6.271,1.125,2.284,1.417,8.831,0.399,0.216,0.974,0.587,3.403,0.324,2.088,-1.908,9.406,0.036,2.082,1.147,-2.251,-0.743,0.391,2.118,3.947,51.977,8,13,1.073,6.662,9.052,3.967,2.077,0.311,1.475,0.42,3.284,1.29,-1.739,0.592,0.328,0.691,3.288,3.258,14.098,0.611,3,0.9,0.647,3.818,-0.502,0.625,0.289,-0.163,-0.065,1.029,-0.305,2.312,0.652,1.577,5.314,0.688,-1.094,0.449,3.943,1.961,0.653,0.507,1.429,1.182,0.41,1.658,1.574,0.28,0.125,3.5,1.299,3.305,1.482,26,2.188,3.195,-0.134,-0.907,1.029,0
CHEMBL2420794,5.5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4.195,0.376,1.411,0.48,4.064,1.211,6.167,2.275,0.139,2.045,39.44,1.422,3.25,-0.242,2.888,-0.888,1.66,-0.57,39.44,3.474,1.821,-0.301,0.174,4,1.943,0.666,0.367,1.51,0.164,2.255,2.12,31.229,19.091,0.386,0.986,0.328,0.436,0.316,3.693,26.862,2.717,0.172,6,4.622,-2.269,1.041,4.873,0,0.681,1.925,1.752,0.764,0.301,7.27,1.176,2.285,1.417,7.888,0.377,0.426,0.986,0.885,3.301,-0.03,2.925,-2.862,11.578,0.065,2.174,0.75,-2.437,-0.758,0.44,2.118,3.881,39.988,11,13,1.515,7.897,9.012,6.31,4.457,0.103,1.745,0.94,2.002,1.344,-1.618,0.632,0.462,0.899,2.552,3.056,15.827,0.961,18,0.986,0.611,3.926,-0.166,0.844,0.121,-0.155,-0.155,1.053,-0.366,2.465,0.953,2.317,6.176,0.627,-0.995,0.479,4.09,1.81,0.653,0.899,1.096,1.229,0.506,1.662,1.315,0.246,0.089,3.617,1.261,3.906,1.418,29,2.189,3.217,-0.182,-1.251,1.039,0.025
CHEMBL2426044,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,0.352,1.561,0.933,3.686,1.444,4.582,2.915,0.773,2.2,50.36,3.121,3.369,1.866,2.874,-0.086,2.136,-0.9,50.36,3.5,1.749,-0.291,0.713,8,2.044,0.726,0.642,1.762,0.607,2.527,3.13,23.415,22.854,0.406,1.062,0.636,0.305,0.323,3.435,55.149,2.831,0.088,33,4.86,-3.079,1.718,7.079,18,0.972,1.765,1.872,1.071,0.32,12.018,1.765,2.531,1.4,5.14,0.522,0.784,1.071,1.635,3.429,-0.054,2.713,-2.786,23.062,0.38,2.451,0.786,-3.54,-1.109,0.339,2.176,3.851,69.774,11,8,2.044,17.165,9.208,14.297,8.825,0.088,1.95,4.299,1.24,2.023,-1,0.662,0.28,0.978,5.232,2.822,26.519,1.073,5,1.076,0.3,3.548,0.528,2.541,0.045,-0.066,-0.065,3.552,-1.192,2.811,0.888,4.676,10.722,0.517,-1.83,0.25,4.594,1.702,0.875,0.927,1.056,3.158,0.701,2.243,1.691,0.17,0.048,4.022,1.371,10.012,1.62,30,2.255,3.147,-0.064,-1.553,1.438,0.119
CHEMBL2426045,5.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.217,0.373,1.562,0.958,3.897,1.444,5.901,2.649,0.81,2.184,50.36,3.473,3.435,1.747,2.874,-0.599,1.567,-0.9,50.36,3.653,1.778,-0.258,0.799,9,2.014,0.73,0.781,1.777,0.391,2.722,2.162,46.793,23.124,0.371,0.947,0.44,0.279,0.43,3.771,64.952,2.974,0.247,12,5.223,-4.621,1.72,8.866,18,1.144,1.946,2.006,1.494,0.246,13.12,2.25,2.721,1.402,4.429,0.51,0.846,0.934,1.796,3.482,-0.081,3.494,-2.786,26.34,0.408,2.977,0.786,-4.433,-0.994,0.235,2.567,3.864,63.442,17,14,2.674,18.024,9.267,15.673,9.488,0.08,1.772,3.352,2.175,2.037,-0.483,0.653,0.261,0.911,7.406,2.842,27.349,1.633,5,0.929,0.48,3.908,0.544,1.827,0.059,0.01,0.012,4.868,-1.578,2.875,0.966,6.343,14.292,1.122,-2.422,0.315,4.469,1.317,0.688,0.866,1.177,1.707,0.551,2.558,1.771,0.158,0.049,3.97,1.041,11.81,2.155,42,2.531,3.5,-0.277,-1.932,1.384,0.274
CHEMBL2426046,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.195,0.389,1.561,0.896,4.016,1.444,6.108,2.84,0.52,2.278,50.36,3.036,3.435,1.485,2.928,-0.417,1.586,-0.9,50.36,3.5,1.804,-0.351,0.776,8,2.081,0.837,0.778,1.776,0.372,2.654,1.862,45.283,24.703,0.355,0.989,-0.076,0.277,0.309,3.746,44.745,3.173,0.311,12,5.11,-4.371,1.791,8.213,18,0.888,1.944,1.932,1.309,0.365,11.815,2.095,2.533,1.402,5.673,0.649,0.794,0.995,1.827,3.479,-0.049,3.741,-2.786,23.822,0.338,2.816,0.786,-4.107,-1.239,0.331,2.534,3.87,56.715,15,14,2.124,16.418,9.24,13.965,8.912,0.076,1.841,2.269,7.461,2.166,-0.519,0.653,0.311,0.915,12.785,2.88,25.379,1.108,6,1,0.5,4.007,0.483,1.88,0.072,-0.02,-0.019,5.75,-1.066,2.842,1.016,5.37,11.229,0.88,-1.651,0.314,4.344,1.306,0.938,0.87,1.211,5.117,0.746,2.82,1.836,0.27,0.061,4.056,1.068,3.895,2.004,42,2.376,3.421,-0.268,-1.785,1.387,0.226
CHEMBL2426047,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.195,0.342,1.579,0.9,4.016,1.354,6.135,2.412,0.847,2.056,41.57,2.825,3.478,0.898,2.937,-0.452,1.602,-0.81,41.57,3.593,1.802,-0.448,0.799,8,1.948,0.989,0.778,1.803,0.451,2.655,1.516,44.701,24.837,0.448,0.96,0.318,0.267,0.683,3.746,37.769,3.187,0.286,17,5.149,-4.462,1.95,8.033,18,1.432,1.895,2.068,1.212,0.277,12.979,2.083,2.886,1.402,5.068,0.566,0.699,0.966,1.534,3.536,-0.063,3.744,-2.786,24.348,0.607,2.929,0.786,-4.017,-1.438,0.257,2.534,3.87,41.672,18,14,2.442,17.592,9.341,13.933,7.893,0.054,1.813,1.522,2.522,2.166,-0.453,0.733,0.368,0.999,6.747,2.845,27.864,1.082,6,0.97,0.48,4.054,0.614,1.903,0.059,-0.007,-0.006,4.574,-1.616,2.929,1.126,3.602,13.419,1.069,-1.835,0.32,4.409,1.302,1.188,0.921,1.074,7.737,0.625,1.875,1.748,0.17,0.05,3.772,1.236,10.584,2.216,43,2.377,3.421,-0.398,-1.784,1.69,0.49
CHEMBL2430702,6.21,1,0,0,0,0,0,1,1,0,0,1,0,0,0,4.302,0.543,1.315,0.578,4.043,1.139,6.492,2.402,0.705,2.04,38.33,1.859,3.288,0.716,3.102,-0.671,1.408,-0.57,38.33,3.69,1.593,-0.03,0.539,3,1.858,0.511,0.974,1.585,0.176,2.572,1.561,34.75,20.41,0.496,0.705,0.447,0.393,0.104,3.785,27.318,3.268,0.045,5,4.298,-2.665,1.863,5.987,5,0.736,2,1.73,1.236,0.399,9.818,1.55,2.984,1.403,6.013,0.517,0.457,0.822,1.181,3.409,0.706,3.021,-2.347,15.486,0.076,2.632,1.29,-2.994,-0.473,0.291,2.007,3.948,55.395,9,13,1.868,14.398,9.565,9.545,5.109,0.282,1.713,3.552,6.778,2.363,-0.879,1.209,0.232,0.741,7.015,3.057,11.28,1.289,7,0.775,0.545,3.785,0.482,0.548,0.199,-0.031,-0.042,2.59,-1.087,2.852,0.872,3.349,8.959,1.103,-0.702,0.407,4.215,1.245,0.875,0.494,1.316,2.167,0.521,2.3,1.815,0.221,0.058,4.122,1.295,2.89,2.456,56,2.718,3.401,-0.455,-1.704,1.329,0.14
CHEMBL2430703,7.07,1,0,0,0,0,0,1,1,0,0,1,0,0,0,4.302,0.543,1.312,0.578,4.043,1.139,6.492,2.411,0.622,2.039,38.33,1.821,3.288,0.689,3.097,-1.21,1.408,-0.57,38.33,3.69,1.583,-0.112,0.539,3,1.844,0.509,0.974,1.584,0.176,2.573,1.624,34.75,20.135,0.496,0.678,0.463,0.399,-0.039,3.792,26.499,3.268,-0.014,5,4.307,-2.775,1.863,5.855,5,0.735,2,1.73,1.288,0.399,9.793,1.55,2.968,1.403,6.003,0.515,2.483,0.73,1.174,3.711,0.75,2.665,-2.07,15.279,0.077,2.686,1.471,-2.928,-0.716,0.289,2.007,6.842,95.6,9,13,1.787,12.565,9.554,8.27,5.457,0.589,1.702,3.319,5.931,2.354,-0.879,1.209,0.23,0.593,6.814,2.999,11.28,2.405,7,0.69,0.545,3.785,0.537,0.548,0.372,-0.012,-0.027,5.984,-1.018,2.853,0.868,3.214,9.017,0.557,-0.445,0.408,4.215,1.249,0.875,0.464,1.609,4.671,0.518,2.309,1.804,0.256,0.093,4.122,1.295,3.552,2.69,56,2.705,3.401,-0.392,-1.718,1.321,0.138
CHEMBL2430704,5.63,1,1,0,0,1,0,1,0,0,0,1,0,0,0,4.301,0.538,1.514,0.683,3.898,1.139,6.076,2.669,0.595,2.155,38.33,1.761,3.298,1.185,3.051,-0.468,1.346,-0.57,38.33,3.69,1.574,-0.156,0.595,4,2.001,0.613,0.975,1.608,0.432,2.629,1.943,36.573,21.828,0.48,0.845,0.241,0.355,-0.104,3.792,33.003,2.937,0.112,2,4.297,-4.128,1.683,5.933,5,0.732,2.069,2.129,1.467,0.291,10.755,1.555,2.764,1.403,5.904,0.467,0.497,0.851,1.229,3.399,0.049,3.214,-2.347,15.685,0.151,2.654,0.643,-2.967,-1.02,0.205,2.256,3.905,45.07,10,13,2.15,14.081,9.425,11.453,5.568,0.08,1.873,1.221,3.076,1.863,-0.961,0.858,0.269,0.807,10.337,2.891,11.584,1.449,7,0.856,0.545,3.618,-0.098,0.432,0.088,0.026,0.028,3.583,-1.429,2.724,0.987,3.21,8.975,0.817,-1.062,0.408,3.905,1.183,0.688,0.78,1.126,0.827,0.424,2.627,1.974,0.118,0.054,3.822,1.076,12.645,2.381,52,2.592,3.386,-0.536,-1.888,1.36,0.046
CHEMBL2430705,6.55,1,1,0,0,1,0,1,0,0,0,1,0,0,0,4.301,0.488,1.567,0.749,3.897,1.139,5.745,2.495,0.991,2.065,38.33,1.761,3.322,1.168,3.048,-0.551,1.294,-0.57,38.33,3.693,1.57,-0.214,0.652,5,1.933,0.69,0.974,1.68,0.45,2.647,1.367,38.032,22.23,0.453,0.854,0.081,0.331,0.159,3.799,28.494,2.949,0.009,2,4.314,-4.13,1.732,5.933,5,0.989,2.066,2.199,1.332,0.21,11.696,1.687,2.732,1.403,5.292,0.399,0.53,0.859,1.434,3.413,0.059,3.402,-2.347,16.068,0.44,2.722,0.643,-2.967,-1.217,0.209,2.478,3.904,32.726,10,13,2.006,15.038,9.424,11.141,5.945,0.065,1.844,1.138,3.808,1.863,-0.832,0.938,0.295,0.806,9.632,2.866,13.433,1.261,7,0.864,0.522,3.568,0.953,0.418,0.081,0.031,0.033,5.482,-1.455,2.817,1.034,6.277,11.393,0.802,-1.395,0.414,4.065,1.139,0.688,0.78,1.09,0.875,0.465,2.555,1.992,0.14,0.042,4.107,1.049,4.489,2.561,52,2.637,3.388,-0.476,-2.151,1.442,0.17
CHEMBL2430708,6.72,1,1,0,0,1,0,0,0,0,0,1,0,0,0,4.302,0.511,1.508,0.686,3.898,1.139,6.096,2.966,0.796,2.276,38.33,1.761,3.301,1.088,3.042,-0.667,1.357,-0.57,38.33,3.674,1.584,-0.148,0.626,4,2.069,0.707,0.976,1.609,0.432,2.612,1.695,36.466,23.439,0.468,0.845,0.561,0.319,0.148,3.792,33.095,2.938,-0.027,2,4.384,-3.943,1.674,5.933,4,0.565,2.069,2.129,1.272,0.283,10.748,1.495,2.769,1.402,6.696,0.516,0.509,0.851,1.05,3.398,0.316,3.312,-2.347,15.892,0.224,2.632,0.643,-2.967,-0.786,0.226,2.275,3.905,53.375,10,13,1.719,13.604,9.425,10.594,5.702,0.116,1.961,1.598,3.729,1.836,-0.931,0.778,0.347,0.807,13.493,2.944,11.604,1.303,6,0.856,0.545,3.618,0.137,0.432,0.098,0.026,0.028,2.673,-1.249,2.677,1.132,3.078,7.282,0.823,-1.438,0.464,3.831,1.173,0.688,0.78,1.156,1.673,0.467,2.775,2.045,0.238,0.067,4.022,1.076,11.669,2.372,53,2.607,3.422,-0.534,-1.922,1.469,0.299
CHEMBL2430709,6.89,1,1,0,0,1,0,0,0,0,0,1,0,0,0,4.302,0.491,1.562,0.751,3.897,1.139,5.745,2.653,0.868,2.098,38.33,1.761,3.326,1.424,3.039,-0.511,1.304,-0.57,38.33,3.676,1.58,-0.173,0.664,5,1.963,0.813,0.976,1.681,0.45,2.647,1.778,37.927,23.654,0.438,0.854,0.302,0.304,0.448,3.799,41.899,2.949,0.136,2,4.402,-4.748,1.716,5.933,4,1.046,2.066,2.199,1.299,0.255,11.614,1.601,2.735,1.402,6.046,0.441,0.533,0.859,1.391,3.413,-0.144,3.332,-2.347,16.214,0.201,2.722,0.643,-2.967,-0.882,0.267,2.484,3.904,47.589,10,13,2.307,15.03,9.424,13.034,5.978,0.119,1.934,2.058,2.385,1.845,-0.717,0.858,0.372,0.806,8.477,2.924,13.454,1.342,6,0.864,0.522,3.568,0.555,0.418,0.082,0.031,0.033,3.634,-1.619,2.753,1.187,4.997,10.198,0.951,-1.589,0.438,3.996,1.13,0.688,0.78,1.08,1.786,0.518,2.662,2.091,0.143,0.053,3.975,1.049,8.126,2.552,53,2.654,3.423,-0.548,-1.94,1.519,0.186
CHEMBL243664,7.31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.553,0.15,1.379,2.03,4.183,0.983,7.359,1.783,-1.547,1.457,79.9,1.472,3.291,-1.236,3.039,-2.51,1.617,-0.533,79.9,3.788,2.042,0.332,0.511,2,1.695,0.741,-77.67,1.476,0.387,2.597,0.946,33.734,21.299,0.192,0.955,5.59,0.177,-2.079,3.758,4.705,3.279,-0.554,18,5.102,1.259,2.26,4.655,0,0.962,1.881,1.634,2.112,0.141,25.893,1.397,2.914,0.825,4.244,0.457,0.951,0.955,1.248,3.376,0.093,-1.986,-4.769,25.504,0.164,2.335,1.25,-2.328,-0.017,0.117,2.5,3.969,20.959,10,14,1.475,9.813,9.559,8.203,2.909,0.129,1.545,0,2.337,2.313,-0.844,1.471,0.185,0.799,7.564,2.119,12.192,-0.96,60,0.955,0.522,4.004,-1.555,0.874,0.052,-0.165,-0.165,0,-0.96,2.633,1.314,-4.006,0.362,0.854,-0.664,0.228,4.127,1.573,1.875,0.799,0.685,15.409,0.466,1.55,1.36,0,0.039,4.071,1.51,0,2.151,85,2.763,3.603,-0.535,-0.575,1.317,0.124
CHEMBL2442536,6.76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.391,0.571,1.215,0.529,3.519,1.37,4.744,2.134,0.456,1.963,12.03,1.907,3.196,1.065,2.557,-0.04,1.93,-0.9,12.03,3.372,2.18,-0.323,0,2,1.873,0.896,0.973,1.523,0.231,2.026,2.026,19.67,19.376,0.667,0.757,0.278,0.477,0.325,3.376,13.758,2.76,-0.094,8,5.573,-2.831,1.112,5.008,0,0.287,1.909,1.289,0.978,0.294,8.825,0.898,2.476,1.404,8.967,0.24,0.537,0.826,0.517,3.217,-0.11,2.56,-1.879,14.08,0.214,0.693,0.476,-2.504,-0.663,0.45,0.889,3.921,38.287,8,7,0.731,8.375,8.995,6.801,5.881,0.108,1.688,0,2.543,1.491,-2,0.502,0.694,0.615,8.199,2.934,8.779,0.758,0,0.836,0.4,3.28,-0.602,1.489,0.108,-0.077,-0.068,0.011,-0.585,2.45,1.307,0.965,1.206,0.337,-0.971,0.791,4.085,1.796,1.389,0.523,1.059,1.385,0.471,1.574,1.757,0.129,0.138,3.522,1.379,0,1.953,37,2.086,2.96,-0.098,-0.905,1.487,0.064
CHEMBL274117,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.394,0.68,1.082,0.337,3.758,1.111,5.511,1.864,0.346,1.945,34.14,1.584,2.903,0.88,3.302,-0.124,1.921,-0.57,34.14,3.427,1.802,-0.076,0,1,1.779,0.763,0.138,1.19,0.364,1.56,1.313,23.48,16.703,0.666,0.758,0.293,0.551,-0.288,3.582,13.177,2.617,-0.018,5,4.433,-2.005,1,4.622,0,0,1.909,2.017,0.761,0.161,7.036,0.837,2.565,1.404,9.521,0.114,0.144,0.758,0.141,2.939,0.32,2.27,-1.908,9.727,0,0,0.5,-2.311,-0.511,0.529,0.882,3.893,28.935,8,10,0.587,6.21,9.409,5.095,1.608,0.191,1.376,0,0.182,1.112,-2,0.684,0.782,0.506,1.154,3.201,8.158,0.33,5,0.758,0.4,3.469,-0.202,0.673,0.174,-0.067,-0.067,0.009,-0.515,2.395,1.013,0.517,0.975,0.25,-0.325,0.763,3.227,2.328,0.875,0.506,1.164,2.694,0.4,1.58,1.567,0.263,0.332,2.807,1.379,0,1.352,29,1.674,3.064,-0.064,-0.926,1.125,0
CHEMBL279390,7.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.179,0.785,0.985,0.547,3.658,1.534,2.784,1.399,0.127,1.492,68.01,3.435,2.935,0.677,2.906,-0.485,2.189,-0.99,68.01,2.89,1.901,-0.059,0,3,1.587,0.568,0.581,1.192,0.261,1.45,1.047,12.406,17.522,0.618,0.872,0.145,0.527,-0.099,3.28,13.845,2.39,-0.062,14,4.243,-1.562,0.81,6.774,8,0.262,1.733,0.935,0.399,0.473,5.76,1.089,1.986,1.395,9.975,0.361,0.532,0.851,0.796,3.22,0.224,0.985,-2.271,16.881,0.287,0.991,1.326,-3.387,-0.226,0.51,0.5,3.927,19.236,6,7,1.267,7.397,9.098,3.789,5.938,0.201,1.6,0.328,0.048,1,0,0.462,0.452,0.789,0.587,3.156,13.39,0.554,0,0.778,0.462,3.225,0.192,1.911,0.231,-0.142,-0.105,0.26,-0.423,2.327,0.712,3.024,5.166,0.712,-1.019,0.496,4.002,2.078,0.625,0.55,1.008,0.826,0.505,1.692,1.844,0.139,0.148,3.393,1.457,0.406,0.898,18,1.744,2.5,-0.098,-0.811,1.16,0.094
