ID,Y,MACCS_144,ECFP_21,ECFP_25,ECFP_45,ECFP_219,ECFP_352,ECFP_452,ECFP_654,ECFP_656,ECFP_680,ECFP_730,ECFP_765,ECFP_873,ECFP_936,EEig01x,HATS3u,BELm4,RDF010m,EEig02x,SPP,piPC10,H2u,Mor31u,H1u,TPSA(Tot),Q2,BEHv3,Mor14u,EEig02d,Mor14m,J,qnmax,TPSA(NO),EEig03x,MAXDN,Mor17v,BELe8,RBN,R1u,R6u,HOMA,BELm3,CIC4,BEHv7,L2v,PCD,RTe,HATS4u,GATS2m,Mor10v,HATS0u,Mor13u,BEHv2,As,EEig05x,Mor29m,BAC,MAXDP,Mor06u,EEig06d,Qtot,T(N..O),H5u,HNar,CIC1,Mor25u,HATS8u,RDF015m,DECC,EEig03d,RCI,HGM,R8u,RDF020m,GATS2v,H4e,BEHm3,Mor06v,Mor07m,SEigv,TE1,H7u,ATS8v,SEigZ,Qneg,Mor17u,HATS7u,EEig08x,BEHm1,QXXm,H-047,nBM,Mor20e,RDF040u,ESpm07d,RDF060u,RDF020e,R1m+,R2u,RDF105v,RDF055m,EEig05d,EEig15d,GGI4,HATS6u,GATS1p,RDF055u,H0e,Rww,Mor15m,T(O..O),GATS2p,ARR,VEA1,Mor04v,Lop,HATS3m,MATS2e,MATS2m,RDF095p,Mor21u,BEHm6,R5u,Mor04u,DP16,Mor20m,Mor12u,HATS5u,IC2,Jhetp,GGI3,GATS1m,H0v,RDF030m,R7u,H3u,R3u,E3v,HATS5m,IDDE,IVDE,RDF100u,X4v,MPC06,EEig04d,EEig04x,Mor27u,Mor18u,R4u,H8u
CHEMBL1543726,5.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.519,0.448,1.353,0.594,3.897,1.342,6.504,2.376,0.474,2.164,80.54,2.81,3.315,-0.148,3.108,-1.764,1.333,-0.62,55.24,3.648,1.646,-0.007,0.546,5,2.019,0.684,0.979,1.555,0.343,2.647,1.489,52.998,20.697,0.397,0.961,0.362,0.365,-0.104,3.761,34.639,2.954,0.356,2,3.891,-2.513,1.741,7.633,14,0.963,2.066,1.916,1.398,0.236,6.936,1.51,2.883,1.413,6.748,0.372,0.518,0.936,1.168,3.701,0.654,2.55,-2.705,18.596,0.375,2.589,1.411,-3.817,-0.512,0.288,2.5,4.073,42.192,13,17,1.968,12.163,10.538,8.997,4.028,0.08,1.687,5.458,0.392,2.184,-0.837,0.898,0.358,0.812,2.79,2.952,13.407,1.618,7,1.127,0.739,3.534,0.198,0.418,0.112,0.064,0.027,2.155,-0.659,2.802,0.931,2.63,10.249,1.169,-0.577,0.408,3.811,1.27,1.063,0.96,1.204,1.097,0.503,2.287,1.687,0.244,0.096,4.107,1.049,5.148,2.576,53,2.64,3.432,-0.468,-1.611,1.119,0.179
CHEMBL1568688,6.64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.52,0.52,1.261,0.485,4.044,1.342,7.067,2.174,0.267,2.092,71.31,2.718,3.257,-0.139,3.171,-1.312,1.457,-0.62,46.01,3.645,1.649,-0.059,0.373,3,1.885,0.422,0.976,1.378,0.065,2.498,1.103,47.674,18.781,0.504,0.821,-0.081,0.453,0.062,3.8,32.246,3.285,0.259,5,3.908,-1.809,2.011,7.249,4,0.661,2,1.677,1.34,0.344,6.061,1.3,2.986,1.413,6.866,0.416,0.326,0.721,1.095,3.677,0.792,1.437,-1.751,16.87,0.133,2.71,1.808,-3.625,-0.531,0.23,2.459,4.088,54.706,10,17,1.602,11.981,10.608,8.001,2.28,0.296,1.529,1.066,0.566,2.185,-0.842,1.169,0.211,0.724,4.241,3.155,11.255,0.877,0,1.02,0.773,3.726,-0.281,0.548,0.244,0.153,-0.037,3.339,-0.725,2.85,0.698,0.595,8.654,1.267,-0.558,0.389,3.962,1.795,1.25,0.71,1.432,0.86,0.399,2.083,1.589,0.15,0.159,3.922,1.295,2.742,2.88,57,2.763,3.433,-0.432,-1.425,1.179,0.059
CHEMBL1701338,6.32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.52,0.504,1.23,0.485,4.015,1.342,7.07,2.659,0.309,2.322,71.31,2.718,3.258,-0.201,3.16,-1.297,1.437,-0.62,46.01,3.65,1.644,-0.164,0.37,3,2.032,0.631,0.976,1.375,0.323,2.512,2.618,47.702,22.076,0.538,0.821,-0.228,0.365,0.039,3.799,31.7,3.39,0.153,5,3.904,-2.388,2.064,7.249,4,0.285,2,1.677,1.088,0.29,6.054,1.35,2.962,1.413,8.424,0.488,0.324,0.721,0.912,3.687,0.428,1.082,-1.751,17.589,0.166,2.668,1.808,-3.625,-0.647,0.293,2.462,4.087,125.155,10,17,1.778,11.681,10.607,13.86,2.284,0.265,1.734,0,2.222,2.185,-0.842,1.169,0.383,0.724,8.211,3.133,11.304,0.956,0,1.02,0.773,3.711,-0.602,0.548,0.269,0.153,-0.037,0.193,-0.525,2.824,0.922,-0.035,2.937,1.385,-0.383,0.486,3.922,1.775,1,0.71,1.556,1.629,0.521,2.185,1.717,0.266,0.241,3.784,1.295,0.019,2.76,57,2.803,3.437,-0.498,-1.149,1.365,0.115
CHEMBL1711342,5.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.52,0.52,1.263,0.487,4.044,1.342,7.067,2.183,0.41,2.108,71.31,2.728,3.255,-0.153,3.169,-1.442,1.457,-0.62,46.01,3.645,1.926,-0.085,0.373,3,1.93,0.426,0.976,1.379,0.065,2.496,1.133,47.674,19.408,0.509,0.906,0.044,0.441,-0.078,3.792,33.123,3.285,0.382,5,5.085,-2.252,2.006,7.275,4,0.658,2,1.677,1.246,0.353,6.124,1.3,2.976,1.413,6.909,0.422,0.328,0.759,1.111,3.613,0.461,2.517,-3.191,17.04,0.134,2.628,1.494,-3.638,-0.564,0.233,2.459,4.082,43.047,10,17,1.521,10.217,10.606,6.361,2.32,0.194,1.556,1.429,0.509,2.185,-0.842,1.169,0.215,0.68,3.973,3.262,11.255,0.959,0,0.965,0.773,3.726,-0.313,0.548,0.173,0.056,0.02,2.976,-0.61,2.739,0.703,0.629,8.486,1.092,-0.343,0.384,3.962,1.723,1.25,0.924,1.183,0.81,0.404,2.086,1.616,0.103,0.112,3.922,1.295,1.7,2.668,57,2.752,3.433,-0.521,-1.398,1.2,0.059
CHEMBL172856,5.4,1,0,0,0,0,0,1,1,0,0,1,0,0,0,4.302,0.54,1.33,0.617,3.904,1.139,6.387,2.409,0.705,2.06,38.33,1.842,3.287,0.811,3.078,-0.688,1.406,-0.57,38.33,3.678,1.578,-0.041,0.539,3,1.933,0.527,0.974,1.586,0.412,2.571,1.422,35.058,20.427,0.509,0.837,0.545,0.375,-0.003,3.776,17.607,2.923,0.124,2,4.279,-3.719,1.639,5.933,5,0.709,2.073,1.986,1.31,0.407,9.812,1.485,2.834,1.403,6.17,0.527,0.471,0.842,1.21,3.383,0.189,3.435,-2.347,15.374,0.074,2.477,0.643,-2.967,-0.592,0.312,2.007,3.909,27.758,10,13,1.921,12.574,9.439,7.954,5.276,0.071,1.76,3.201,2.884,1.863,-1,1.018,0.243,0.808,6.576,2.854,9.763,1.416,7,0.847,0.571,3.689,0.221,0.447,0.083,0.021,0.023,3.556,-1.168,2.635,0.901,3.042,8.6,0.913,-0.754,0.412,3.889,1.237,0.563,0.781,1.072,2.14,0.541,2.301,1.865,0.141,0.035,3.787,1.105,4.892,2.19,52,2.478,3.38,-0.412,-1.81,1.382,0.14
CHEMBL179617,5.37,1,0,0,0,0,1,1,0,0,0,0,0,0,0,4.651,0.28,1.133,0.294,3.962,1.018,7.059,1.604,0.303,1.465,47.03,1.701,2.974,-0.237,3.375,-0.999,1.831,-0.62,47.03,3.724,1.793,-0.242,0,0,1.312,0.39,0.525,1.195,0.348,2.19,1.863,32.176,12.114,0.339,0.698,0.477,0.224,-0.046,3.611,13.097,2.819,0.204,5,5.074,-1.373,1.347,5.02,9,0.24,2,1.968,0.333,0.12,7.266,0.875,2.532,1.4,6.972,0.108,0.218,0.704,0.952,3.084,0.826,2.32,-2.347,10.019,0,0,0.643,-2.51,-0.579,0.232,2.264,3.997,37.379,5,14,0.983,2.411,9.706,3.839,2.43,0.081,1.056,0,0.24,1.353,-1.802,1.351,0.256,0.607,0.461,2.109,3.813,1.12,5,0.706,0.667,3.684,-0.011,0.625,0.113,-0.048,-0.049,0.108,-0.58,2.4,0.623,1.165,1.23,0.6,-0.065,0.329,3.377,2.203,1.75,0.561,0.865,1.164,0.265,1.419,1.112,0,0.146,1.906,1.406,0,1.943,68,2.162,3.097,-0.152,-0.868,0.956,0
CHEMBL1806757,4.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.796,0.427,1.586,0.718,4.056,1.96,6.054,2.737,1.282,1.935,68.95,4.965,3.212,0.68,3.421,-0.528,1.637,-0.678,68.95,3.756,2.048,-0.293,0.619,3,1.929,0.835,0.822,1.723,0.885,2.516,2.315,22.781,24.716,0.447,0.471,0.41,0.312,1.732,3.664,30.425,3.353,-0.146,26,5.229,-3.508,1.941,7.33,29,0.717,1.826,2.468,1.144,0.406,10.852,1.288,3.201,1.389,5.372,0.72,0.92,0.439,2.004,3.435,-0.84,4.831,-4.618,25.989,0.548,2.511,1.321,-2.665,-1.262,0.464,2.019,4.09,52.146,11,8,1.507,23.271,10.214,22.759,7.514,0.06,2.183,1.968,5.08,2.492,-0.697,1.802,0.369,1.206,12.777,2.907,15.033,0.343,15,0.43,0.217,3.764,-0.768,0.702,0.069,0.345,0.354,4.791,-1.009,2.692,0.786,-0.018,7.688,0.276,-1.184,0.236,3.93,1.237,2.264,1.046,0.864,5.782,0.85,2.498,1.928,0.115,0.05,4.011,1.545,9.92,3.186,81,2.736,3.55,0.273,-1.005,1.628,0.423
CHEMBL1806758,6.21,1,1,0,0,1,0,0,0,0,0,1,0,0,0,4.796,0.338,1.574,0.745,4.055,1.96,6.199,2.648,0.904,2.091,68.95,5.232,3.296,1.35,3.421,-0.746,1.47,-0.678,68.95,3.896,2.068,-0.304,0.799,5,1.979,0.89,0.894,1.691,0.642,2.647,1.96,41.489,23.529,0.394,0.472,-0.298,0.315,0.936,3.802,45.995,3.386,0.085,26,5.284,-4.134,2.057,9.117,29,1.163,1.846,2.013,1.282,0.154,10.191,1.542,3.197,1.402,4.6,0.396,0.963,0.438,2.007,3.464,-1.021,5.456,-4.618,29.666,0.704,2.845,1.321,-3.559,-1.107,0.342,2.5,4.089,55.784,16,14,2.454,22.928,10.226,25.464,7.984,0.06,1.906,2.915,5.687,2.663,-0.442,1.828,0.352,1.158,15.315,2.922,19.009,0.695,15,0.429,0.423,3.704,-0.469,0.663,0.084,0.371,0.38,2.892,-1.443,2.802,0.958,0.576,11.18,0.76,-0.983,0.32,4.257,1.171,2.354,1.01,1.031,4.169,0.703,2.165,1.539,0.117,0.047,4.418,1.528,13.519,2.902,82,2.733,3.756,0.099,-1.677,1.449,0.215
CHEMBL1806759,7.19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.796,0.362,1.467,0.571,4.067,1.96,6.955,2.621,0.487,2.107,68.95,5.33,3.216,0.437,3.422,-0.848,1.58,-0.678,68.95,3.998,2.093,-0.042,0.691,3,1.957,0.789,0.893,1.597,0.639,2.589,2,37.623,22.141,0.41,0.655,0.037,0.354,0.876,3.79,34.982,3.451,0.108,37,5.266,-2.645,2.503,9.171,29,0.692,1.792,1.6,1.193,0.37,8.344,1.41,3.212,1.403,5.159,0.615,0.883,0.426,1.753,3.466,-0.188,5.166,-4.618,28.943,0.466,2.816,1.968,-3.586,-0.734,0.403,2.5,4.092,53.242,15,14,1.891,22.042,10.29,20.254,7.07,0.143,1.824,1.75,7.224,2.756,-0.447,2.019,0.352,1.072,14.072,3.001,16.878,0.336,15,0.404,0.44,3.781,-1.114,0.702,0.145,0.268,-0.021,4.015,-0.863,2.809,0.786,-1.688,9.8,0.936,-0.953,0.298,4.129,1.256,2.292,0.544,1.133,4.188,0.74,1.96,1.362,0.11,0.055,4.263,1.55,8.483,2.67,87,2.974,3.756,-0.054,-1.396,1.32,0.399
CHEMBL1806760,7.21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.796,0.363,1.467,0.573,4.067,1.96,6.955,2.618,0.506,2.104,68.95,5.292,3.217,0.342,3.422,-1.698,1.58,-0.678,68.95,3.998,2.083,-0.165,0.692,3,1.95,0.788,0.892,1.597,0.639,2.589,1.978,37.623,21.984,0.41,0.637,-0.002,0.354,0.648,3.798,34.553,3.451,0.043,37,5.275,-2.654,2.497,9.039,29,0.691,1.792,1.6,1.167,0.37,8.317,1.41,3.212,1.403,5.156,0.614,2.908,0.416,1.74,3.722,-0.048,3.806,-4.341,28.747,0.467,2.847,2.15,-3.52,-0.899,0.402,2.5,6.842,54.944,15,14,1.721,20.215,10.285,18.744,7.413,0.299,1.818,2.1,7.118,2.743,-0.447,2.019,0.352,0.827,14.214,2.978,16.878,1.091,15,0.43,0.44,3.781,-0.948,0.702,0.226,0.315,-0.022,4.871,-0.826,2.924,0.785,-1.654,9.967,0.15,-0.845,0.298,4.129,1.258,2.292,0.479,1.237,6.625,0.739,1.961,1.356,0.106,0.061,4.263,1.55,7.574,2.809,87,2.953,3.756,-0.061,-1.364,1.317,0.398
CHEMBL1806761,5.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.796,0.381,1.467,0.724,4.056,1.96,6.24,2.768,0.918,1.97,68.95,5.215,3.218,1.607,3.421,-0.285,1.608,-0.678,68.95,3.756,2.056,-0.25,0.715,3,1.933,0.846,0.822,1.603,0.53,2.589,2.369,28.446,24.949,0.442,0.471,0.3,0.307,1.059,3.686,33.189,3.366,0.066,26,5.266,-3.016,2.016,8.483,29,0.749,1.833,2.091,0.826,0.397,10.849,1.306,3.201,1.389,5.26,0.718,1.039,0.438,2.059,3.441,-0.383,4.667,-4.618,29.577,0.562,2.729,1.321,-3.242,-1.217,0.448,2.07,4.09,54.622,13,9,1.374,24.859,10.223,22.712,8.827,0.059,2.108,3.073,5.151,2.549,-0.582,1.828,0.366,1.188,12.539,2.909,15.28,0.1,15,0.43,0.208,3.762,-0.645,0.688,0.074,0.354,0.363,4.618,-0.866,2.713,0.936,0.186,8.366,0.132,-1.112,0.311,4.332,1.224,2.229,1.032,0.905,6.667,0.836,2.519,1.813,0.112,0.049,4.005,1.544,10.649,3.017,83,2.754,3.587,-0.064,-1.44,1.683,0.434
CHEMBL1806762,5.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.796,0.442,1.47,0.778,4.056,1.96,6.082,3.197,1.288,2.161,68.95,4.965,3.217,1.335,3.421,-0.178,1.608,-0.678,68.95,3.756,2.047,-0.46,0.725,3,2.031,0.782,0.826,1.607,0.87,2.589,2.271,24.192,26.533,0.496,0.471,0.363,0.279,1.429,3.659,31.188,3.349,-0.007,26,5.275,-2.912,1.943,7.33,29,0.655,1.833,2.647,0.975,0.343,11.49,1.306,3.201,1.388,4.779,0.757,1.004,0.438,1.888,3.438,-0.274,4.729,-4.618,26.626,0.578,2.729,1.321,-2.665,-1.52,0.322,2.031,4.09,57.079,11,8,1.3,26.555,10.211,19.127,8.402,0.056,2.248,1.681,6.652,2.478,-0.674,1.828,0.302,1.188,16.571,2.901,15.28,0.047,15,0.43,0.208,3.762,-1.022,0.688,0.078,0.354,0.363,4.629,-1.042,2.747,0.965,-0.538,7.287,-0.042,-1.105,0.312,3.857,1.217,2.229,1.032,0.926,8.235,0.763,2.735,2.083,0.141,0.04,4.005,1.544,14.055,3.363,83,2.732,3.533,0.256,-1.077,1.819,0.626
CHEMBL1806763,6.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.796,0.226,1.533,0.679,4.055,1.96,6.199,2.139,0.608,1.672,78.18,5.407,3.246,0.601,3.421,-1.154,1.47,-0.678,78.18,3.896,2.093,-0.056,0.775,5,1.723,1.113,0.897,1.642,0.625,2.647,2.393,41.489,22.384,0.258,0.666,0.174,0.344,0.704,3.76,43.897,3.386,0.172,26,5.259,-4.426,2.087,9.555,54,0.823,1.846,1.954,1.221,0.229,9.192,1.542,3.198,1.399,4.632,0.422,1.025,0.626,1.752,3.462,-1.105,5.743,-5.572,30.538,0.9,2.749,1.571,-3.778,-0.867,0.68,2.5,4.089,55.599,18,14,2.157,23.875,10.247,28.791,8.678,0.056,1.912,5.391,4.803,2.67,-0.439,1.828,0.608,1.241,9.677,2.905,19.009,1.142,35,0.611,0.423,3.704,-0.832,0.663,0.062,0.19,0.198,6.226,-1.124,2.764,0.93,-0.027,11.099,0.881,-0.609,0.287,4.038,1.026,2.354,1.107,0.879,4.189,0.934,2.103,1.282,0.055,0.047,4.418,1.528,12.28,2.627,82,2.877,3.756,-0.048,-1.565,1.148,0.332
CHEMBL1806764,5.42,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.796,0.327,1.549,0.747,4.054,1.96,5.957,2.78,0.612,2.128,78.18,5.782,3.256,1.018,3.421,-0.969,1.413,-0.678,78.18,3.896,2.089,-0.161,0.799,6,2.021,0.936,0.891,1.654,0.628,2.647,2.848,43.067,25.129,0.396,0.576,0.088,0.283,0.861,3.79,60.505,3.387,0.148,26,5.277,-4.213,2.202,10.237,54,1.133,1.852,2.013,1.306,0.173,10.81,1.667,3.197,1.403,5.063,0.421,1.215,0.543,2.163,3.468,-0.739,5.988,-5.572,33.485,0.804,2.649,1.571,-4.119,-1.069,0.412,2.555,4.089,79.226,20,14,2.404,23.161,10.248,25.795,10.782,0.066,1.992,2.949,5.606,2.678,-0.368,1.828,0.37,1.223,12.462,2.951,20.901,0.792,35,0.532,0.407,3.694,-0.482,0.65,0.087,0.244,0.252,5.788,-1.16,2.904,0.985,-0.114,11.118,0.912,-1.17,0.315,4.228,0.993,2.354,1.093,1.043,4.59,0.842,2.338,1.575,0.156,0.058,4.324,1.516,14.222,2.774,83,2.847,3.756,-0.125,-1.757,1.503,0.296
CHEMBL1806765,6.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.796,0.309,1.578,0.854,4.054,1.96,5.705,3.118,1.207,2.129,68.95,4.965,3.251,1.129,3.421,-0.172,1.862,-0.678,68.95,3.756,2.056,-0.495,0.761,6,2.031,1.146,0.824,1.683,0.865,2.588,2.322,23.144,27.023,0.401,0.5,0.306,0.264,1.584,3.542,43.192,3.232,0.019,56,5.22,-2.223,2.054,7.33,29,1.049,1.692,2.686,0.937,0.211,10.634,1.529,3.196,1.388,5.202,0.489,0.96,0.465,2.609,3.439,-0.258,4.847,-4.618,26.251,0.648,2.58,1.321,-2.665,-1.582,0.447,2.03,4.089,59.831,11,8,1.798,19.954,10.199,20.543,7.964,0.06,2.193,2.468,7.394,2.24,-0.701,1.837,0.512,1.24,16.823,2.926,21.998,0.143,15,0.456,0.217,3.685,-0.645,1.945,0.077,0.351,0.361,4.585,-1.145,2.753,1.105,1.115,9.798,0.118,-1.245,0.329,4.142,1.431,2.417,1.077,0.912,5.596,0.891,2.588,1.766,0.191,0.066,4.096,1.564,15.095,2.636,75,2.679,3.388,0.341,-1.806,1.818,0.366
CHEMBL1806766,4.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.796,0.292,1.467,0.721,4.055,1.96,5.649,3.091,0.802,2.172,68.95,4.965,3.208,0.948,3.421,-0.28,2.01,-0.678,68.95,3.756,2.061,-0.363,0.688,4,2.053,0.91,0.825,1.601,0.894,2.447,2.766,20.132,25.868,0.493,0.501,0.177,0.303,1.453,3.485,31.56,3.206,-0.111,54,5.151,-2.226,1.949,7.33,29,0.871,1.667,2.38,0.649,0.324,8.878,1.3,3.197,1.389,5.971,0.591,0.925,0.468,2.293,3.398,-0.593,4.905,-4.618,26.305,0.288,2.209,1.321,-2.665,-1.227,0.443,1.969,4.089,68.135,11,8,1.542,17.122,10.199,26.898,7.552,0.066,2.177,1.499,9.06,2.257,-1,1.757,0.407,1.285,24.721,2.948,18.233,0.198,15,0.459,0.238,3.689,-0.235,1.611,0.087,0.329,0.338,1.576,-0.798,2.69,1.147,0.348,5.559,0.17,-1.189,0.403,4.071,1.533,2.417,1.112,0.91,4.73,0.842,1.891,1.563,0.171,0.074,3.922,1.513,6.59,2.203,74,2.684,3.395,0.005,-1.238,1.827,0.126
CHEMBL1806767,6.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.796,0.271,1.53,0.644,4.055,1.96,6.239,2.769,0.613,2.06,78.18,5.425,3.246,0.671,3.421,-0.927,1.446,-0.678,78.18,4.011,2.103,0,0.759,5,1.939,1.26,0.894,1.64,0.625,2.647,2.441,41.034,25.603,0.292,0.695,0.029,0.296,0.57,3.771,46.884,3.43,0.078,37,5.276,-2.555,2.654,9.609,54,0.885,1.807,1.782,1.386,0.282,9.253,1.61,3.198,1.4,5.717,0.514,1.045,0.608,1.983,3.473,-0.267,5.967,-5.572,31.118,0.592,2.781,2.219,-3.805,-0.746,0.624,2.5,4.09,63.399,17,14,2.12,20.542,10.304,25.893,8.93,0.132,2.033,3.504,9.693,2.744,-0.318,2.019,0.616,1.128,22.119,3.027,20.631,0.872,35,0.565,0.407,3.709,-0.93,0.68,0.113,0.128,-0.039,6.373,-0.616,3.103,1.107,-0.991,11.39,1.047,-1.287,0.34,4.189,1.017,2.417,0.568,1.067,5.012,1.012,2.097,1.452,0.102,0.088,4.324,1.554,10.351,2.767,86,3.002,3.756,-0.017,-1.556,1.308,0.366
CHEMBL1806768,6.78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.796,0.271,1.53,0.644,4.055,1.96,6.239,2.765,0.599,2.057,78.18,5.387,3.247,0.639,3.421,-1.723,1.446,-0.678,78.18,4.011,2.097,-0.122,0.763,5,1.933,1.258,0.895,1.639,0.625,2.647,2.412,41.034,25.46,0.292,0.66,0.094,0.296,0.371,3.78,46.364,3.43,-0.036,37,5.283,-2.691,2.649,9.477,54,0.884,1.807,1.782,1.312,0.282,9.217,1.61,3.198,1.4,5.713,0.513,3.025,0.561,1.969,3.718,-0.329,4.768,-5.295,30.914,0.59,2.793,2.4,-3.739,-0.91,0.624,2.5,6.842,64.375,17,14,2.048,18.734,10.299,26.577,9.285,0.275,2.028,3.598,9.705,2.727,-0.323,2.019,0.614,0.885,22.114,3.006,20.631,1.85,35,0.54,0.407,3.709,-0.877,0.68,0.154,0.161,-0.027,5.319,-0.548,3.153,1.106,-1.061,11.531,0.598,-1.108,0.339,4.189,1.019,2.417,0.485,1.16,7.475,1.011,2.096,1.449,0.1,0.102,4.324,1.554,10.576,2.905,86,2.984,3.756,-0.048,-1.42,1.305,0.369
CHEMBL1813518,5.6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4.517,0.613,1.082,0.444,3.965,1.114,6.792,2.313,0.104,2.177,59.16,2.034,3.144,-0.072,3.257,-0.892,1.532,-0.57,59.16,3.627,2.048,-0.236,0,2,1.993,0.642,0.751,1.326,0.37,2.214,1.519,32.211,19.81,0.53,0.827,0.503,0.455,-0.386,3.74,22.803,2.977,0.338,5,4.493,-3.054,1.503,5.99,5,0.225,2,2.074,1.007,0.487,6.673,1.204,3.056,1.412,8.938,0.496,0.177,0.806,0.622,3.301,-0.601,4.329,-3.301,12.762,0.109,2.133,0.893,-2.995,-0.657,0.445,2.5,3.953,43.686,8,14,1.167,4.394,9.805,5.666,1.947,0.154,1.656,0.143,5.118,2.042,-1.069,0.639,0.404,0.773,8.933,3.155,9.314,1.209,15,0.798,0.6,3.569,-0.985,0.584,0.186,0.025,0.029,0.956,-0.375,2.617,0.771,-0.489,4.273,0.873,-0.396,0.451,3.217,1.359,1.639,0.745,1.223,3.511,0.57,1.969,1.744,0.141,0.135,3.837,1.352,0.803,1.835,55,2.462,3.434,-0.23,-0.789,1.119,0.004
CHEMBL1813519,7.77,1,1,0,0,1,1,0,0,0,1,1,0,0,0,4.515,0.566,1.325,0.573,3.899,1.114,6.135,2.753,0.203,2.18,59.16,2.251,3.213,0.806,3.257,-0.65,1.385,-0.57,59.16,3.733,2.029,-0.478,0.6,4,1.986,0.821,0.745,1.543,0.424,2.508,2.173,35.451,22.826,0.467,0.72,0.46,0.375,-0.07,3.795,34.559,2.978,0.296,5,4.536,-3.411,1.66,6.672,5,0.443,2,1.879,1.129,0.374,9.11,1.45,2.903,1.416,7.503,0.508,0.368,0.702,1.039,3.364,-0.389,4.438,-3.301,15.89,0.192,2.619,0.893,-3.336,-1.077,0.374,2.5,3.945,52.483,10,14,1.671,10.921,9.794,10.991,4.111,0.102,1.941,2.243,5.775,2.183,-0.913,0.559,0.512,0.765,10.537,3.053,12.931,1.316,15,0.696,0.545,3.446,-0.753,0.548,0.133,0.083,0.087,2.06,-0.86,2.617,1.223,1.272,7.409,0.77,-1.196,0.602,3.809,1.22,1.514,0.737,1.136,2.746,0.555,2.132,1.905,0.08,0.105,4.022,1.295,3.148,2.168,54,2.69,3.435,-0.244,-1.242,1.363,0.066
CHEMBL1813520,7.3,1,1,0,0,1,1,0,0,0,1,1,0,0,0,4.515,0.519,1.326,0.64,3.897,1.114,5.721,2.18,0.443,2.021,59.16,2.251,3.292,0.527,3.257,-0.759,1.328,-0.57,59.16,3.738,2.023,-0.404,0.651,5,1.885,0.601,0.745,1.663,0.444,2.647,1.151,36.97,20.917,0.53,0.726,-0.031,0.378,-0.139,3.801,42.633,2.979,0.264,5,4.556,-3.335,1.703,6.672,5,0.978,2,1.931,0.874,0.222,10.048,1.556,2.882,1.413,5.763,0.376,0.383,0.707,1.374,3.391,-0.337,4.405,-3.301,15.958,0.434,2.689,0.893,-3.336,-1.043,0.213,2.5,3.944,38.005,10,14,1.755,12.046,9.794,8.294,4.259,0.159,1.661,2.635,2.106,2.198,-0.883,0.639,0.239,0.761,7.816,3.072,14.788,1.206,15,0.701,0.522,3.417,0.235,0.532,0.14,0.088,0.092,4.237,-1.075,2.741,0.928,4.634,10.52,0.74,-1.042,0.41,3.982,1.171,1.514,0.734,1.153,2.31,0.441,2.129,1.816,0.107,0.036,4.107,1.268,1.511,2.348,54,2.712,3.435,-0.42,-1.249,1.383,0.244
CHEMBL1813521,7.34,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4.515,0.502,1.326,0.588,3.943,1.114,6.335,2.258,0.317,2.088,59.16,2.467,3.316,0.24,3.257,-0.906,1.328,-0.57,59.16,3.738,2.041,-0.329,0.641,4,1.932,0.577,0.647,1.605,0.353,2.639,1.165,44.251,20.308,0.489,0.726,0.269,0.385,-0.43,3.809,41.785,3.115,0.257,5,4.542,-3.666,1.849,7.318,5,0.956,2,1.999,1.067,0.218,9.181,1.556,2.901,1.413,6.525,0.347,0.394,0.707,1.277,3.401,-0.218,4.545,-3.301,17.094,0.245,2.689,0.893,-3.659,-0.884,0.234,2.509,3.945,39.451,12,15,1.852,10.407,9.777,5.658,4.375,0.171,1.621,1.534,1.499,2.231,-0.881,0.639,0.278,0.761,4.374,3.088,14.788,1.105,15,0.701,0.522,3.417,0.07,0.532,0.144,0.088,0.092,4.834,-0.746,2.703,0.9,3.623,10.405,0.894,-0.682,0.411,3.867,1.219,1.514,0.734,1.187,2.939,0.411,2.126,1.701,0.118,0.049,4.107,1.268,3.25,2.129,54,2.533,3.435,-0.263,-1.246,1.26,0.114
